Diagnosis,Symptoms,MEDICATION,Specialty
"H6020   Malignant otitis externa, unspecified ear",,,ENT
"H6021   Malignant otitis externa, right ear",,,ENT
"H6022   Malignant otitis externa, left ear",,,ENT
"H6023   Malignant otitis externa, bilateral",,,ENT
"H60311  Diffuse otitis externa, right ear",,,ENT
"H60312  Diffuse otitis externa, left ear",,,ENT
"H60313  Diffuse otitis externa, bilateral",,,ENT
"H60319  Diffuse otitis externa, unspecified ear",,,ENT
"H60321  Hemorrhagic otitis externa, right ear",,,ENT
"H60322  Hemorrhagic otitis externa, left ear",,,ENT
"H60323  Hemorrhagic otitis externa, bilateral",,,ENT
"H60329  Hemorrhagic otitis externa, unspecified ear",,,ENT
"H60331  Swimmer's ear, right ear",,,ENT
"H60332  Swimmer's ear, left ear",,,ENT
"H60333  Swimmer's ear, bilateral",,,ENT
"H60339  Swimmer's ear, unspecified ear",,,ENT
"H60391  Other infective otitis externa, right ear",,,ENT
"H60392  Other infective otitis externa, left ear",,,ENT
"H60393  Other infective otitis externa, bilateral",,,ENT
"H60399  Other infective otitis externa, unspecified ear",,,ENT
"H6040   Cholesteatoma of external ear, unspecified ear",,,ENT
H6041   Cholesteatoma of right external ear,,,ENT
H6042   Cholesteatoma of left external ear,,,ENT
"H6043   Cholesteatoma of external ear, bilateral",,,ENT
"H60501  Unspecified acute noninfective otitis externa, right ear",,,ENT
"H60502  Unspecified acute noninfective otitis externa, left ear",,,ENT
"H60503  Unspecified acute noninfective otitis externa, bilateral",,,ENT
"H60509  Unspecified acute noninfective otitis externa, unspecified ear",,,ENT
"H60511  Acute actinic otitis externa, right ear",,,ENT
"H60512  Acute actinic otitis externa, left ear",,,ENT
"H60513  Acute actinic otitis externa, bilateral",,,ENT
"H60519  Acute actinic otitis externa, unspecified ear",,,ENT
"H60521  Acute chemical otitis externa, right ear",,,ENT
"H60522  Acute chemical otitis externa, left ear",,,ENT
"H60523  Acute chemical otitis externa, bilateral",,,ENT
"H60529  Acute chemical otitis externa, unspecified ear",,,ENT
"H60531  Acute contact otitis externa, right ear",,,ENT
"H60532  Acute contact otitis externa, left ear",,,ENT
"H60533  Acute contact otitis externa, bilateral",,,ENT
"H60539  Acute contact otitis externa, unspecified ear",,,ENT
"H60541  Acute eczematoid otitis externa, right ear",,,ENT
"H60542  Acute eczematoid otitis externa, left ear",,,ENT
"H60543  Acute eczematoid otitis externa, bilateral",,,ENT
"H60549  Acute eczematoid otitis externa, unspecified ear",,,ENT
"H60551  Acute reactive otitis externa, right ear",,,ENT
"H60552  Acute reactive otitis externa, left ear",,,ENT
"H60553  Acute reactive otitis externa, bilateral",,,ENT
"H60559  Acute reactive otitis externa, unspecified ear",,,ENT
"H60591  Other noninfective acute otitis externa, right ear",,,ENT
"H60592  Other noninfective acute otitis externa, left ear",,,ENT
"H60593  Other noninfective acute otitis externa, bilateral",,,ENT
"H60599  Other noninfective acute otitis externa, unspecified ear",,,ENT
"H6060   Unspecified chronic otitis externa, unspecified ear",,,ENT
"H6061   Unspecified chronic otitis externa, right ear",,,ENT
"H6062   Unspecified chronic otitis externa, left ear",,,ENT
"H6063   Unspecified chronic otitis externa, bilateral",,,ENT
"H608X1  Other otitis externa, right ear",,,ENT
"H608X2  Other otitis externa, left ear",,,ENT
"H608X3  Other otitis externa, bilateral",,,ENT
"H608X9  Other otitis externa, unspecified ear",,,ENT
"H6090   Unspecified otitis externa, unspecified ear",,,ENT
"H6091   Unspecified otitis externa, right ear",,,ENT
"H6092   Unspecified otitis externa, left ear",,,ENT
"H6093   Unspecified otitis externa, bilateral",,,ENT
H61001  Unspecified perichondritis of right external ear,,,ENT
H61002  Unspecified perichondritis of left external ear,,,ENT
"H61003  Unspecified perichondritis of external ear, bilateral",,,ENT
"H61009  Unspecified perichondritis of external ear, unspecified ear",,,ENT
H61011  Acute perichondritis of right external ear,,,ENT
H61012  Acute perichondritis of left external ear,,,ENT
"H61013  Acute perichondritis of external ear, bilateral",,,ENT
"H61019  Acute perichondritis of external ear, unspecified ear",,,ENT
H61021  Chronic perichondritis of right external ear,,,ENT
H61022  Chronic perichondritis of left external ear,,,ENT
"H61023  Chronic perichondritis of external ear, bilateral",,,ENT
"H61029  Chronic perichondritis of external ear, unspecified ear",,,ENT
H61031  Chondritis of right external ear,,,ENT
H61032  Chondritis of left external ear,,,ENT
"H61033  Chondritis of external ear, bilateral",,,ENT
"H61039  Chondritis of external ear, unspecified ear",,,ENT
"H61101  Unspecified noninfective disorders of pinna, right ear",,,ENT
"H61102  Unspecified noninfective disorders of pinna, left ear",,,ENT
"H61109  Unspecified noninfective disorders of pinna, unspecified ear",,,ENT
"H61111  Acquired deformity of pinna, right ear",,,ENT
"H61112  Acquired deformity of pinna, left ear",,,ENT
"H61119  Acquired deformity of pinna, unspecified ear",,,ENT
"H61121  Hematoma of pinna, right ear",,,ENT
"H61122  Hematoma of pinna, left ear",,,ENT
"H61129  Hematoma of pinna, unspecified ear",,,ENT
"H61191  Noninfective disorders of pinna, right ear",,,ENT
"H61192  Noninfective disorders of pinna, left ear",,,ENT
"H61199  Noninfective disorders of pinna, unspecified ear",,,ENT
"H6120   Impacted cerumen, unspecified ear",,,ENT
"H6121   Impacted cerumen, right ear",,,ENT
"H6122   Impacted cerumen, left ear",,,ENT
"H61301  Acquired stenosis of right external ear canal, unspecified",,,ENT
"H61302  Acquired stenosis of left external ear canal, unspecified",,,ENT
"H61303  Acquired stenosis of external ear canal, unspecified, bilateral",,,ENT
"H61309  Acquired stenosis of external ear canal, unspecified, unspecified ear",,,ENT
H61311  Acquired stenosis of right external ear canal secondary to trauma,,,ENT
H61312  Acquired stenosis of left external ear canal secondary to trauma,,,ENT
"H61313  Acquired stenosis of external ear canal secondary to trauma, bilateral",,,ENT
"H61319  Acquired stenosis of external ear canal secondary to trauma, unspecified ear",,,ENT
H61321  Acquired stenosis of right external ear canal secondary to inflammation and infection,,,ENT
H61322  Acquired stenosis of left external ear canal secondary to inflammation and infection,,,ENT
"H61323  Acquired stenosis of external ear canal secondary to inflammation and infection, bilateral",,,ENT
"H61329  Acquired stenosis of external ear canal secondary to inflammation and infection, unspecified
ear",,,ENT
H61391  Other acquired stenosis of right external ear canal,,,ENT
H61392  Other acquired stenosis of left external ear canal,,,ENT
"H61393  Other acquired stenosis of external ear canal, bilateral",,,ENT
"H61399  Other acquired stenosis of external ear canal, unspecified ear",,,ENT
"H61819  Exostosis of external canal, unspecified ear",,,ENT
H61891  Other specified disorders of right external ear,,,ENT
H61892  Other specified disorders of left external ear,,,ENT
"H61893  Other specified disorders of external ear, bilateral",,,ENT
"H61899  Other specified disorders of external ear, unspecified ear",,,ENT
"H6190   Disorder of external ear, unspecified, unspecified ear",,,ENT
"H6191   Disorder of right external ear, unspecified",,,ENT
"H6192   Disorder of left external ear, unspecified",,,ENT
"H6193   Disorder of external ear, unspecified, bilateral",,,ENT
"H6240   Otitis externa in other diseases classified elsewhere, unspecified ear",,,ENT
"H6241   Otitis externa in other diseases classified elsewhere, right ear",,,ENT
"H6242   Otitis externa in other diseases classified elsewhere, left ear",,,ENT
"H6243   Otitis externa in other diseases classified elsewhere, bilateral",,,ENT
H628X1  Other disorders of right external ear in diseases classified elsewhere,,,ENT
H628X2  Other disorders of left external ear in diseases classified elsewhere,,,ENT
"H628X3  Other disorders of external ear in diseases classified elsewhere, bilateral",,,ENT
"H628X9  Other disorders of external ear in diseases classified elsewhere, unspecified ear",,,ENT
"H6500   Acute serous otitis media, unspecified ear",,,ENT
"H6501   Acute serous otitis media, right ear",,,ENT
"H6502   Acute serous otitis media, left ear",,,ENT
"H6503   Acute serous otitis media, bilateral",,,ENT
"H6504   Acute serous otitis media, recurrent, right ear",,,ENT
"H6505   Acute serous otitis media, recurrent, left ear",,,ENT
"H6506   Acute serous otitis media, recurrent, bilateral",,,ENT
"H6507   Acute serous otitis media, recurrent, unspecified ear",,,ENT
"H65111  Acute and subacute allergic otitis media (mucoid) (sanguinous) (serous), right ear",,,ENT
"H65112  Acute and subacute allergic otitis media (mucoid) (sanguinous) (serous), left ear",,,ENT
"H65113  Acute and subacute allergic otitis media (mucoid) (sanguinous) (serous), bilateral",,,ENT
"H65114  Acute and subacute allergic otitis media (mucoid) (sanguinous) (serous), recurrent, right ear",,,ENT
"H65115  Acute and subacute allergic otitis media (mucoid) (sanguinous) (serous), recurrent, left ear",,,ENT
"H65116  Acute and subacute allergic otitis media (mucoid) (sanguinous) (serous), recurrent, bilateral",,,ENT
"H65117  Acute and subacute allergic otitis media (mucoid) (sanguinous) (serous), recurrent, unspecified
ear",,,ENT
"H65119  Acute and subacute allergic otitis media (mucoid) (sanguinous) (serous), unspecified ear",,,ENT
"H65191  Other acute nonsuppurative otitis media, right ear",,,ENT
"H65192  Other acute nonsuppurative otitis media, left ear",,,ENT
"H65193  Other acute nonsuppurative otitis media, bilateral",,,ENT
"H65194  Other acute nonsuppurative otitis media, recurrent, right ear",,,ENT
"H65195  Other acute nonsuppurative otitis media, recurrent, left ear",,,ENT
"H65196  Other acute nonsuppurative otitis media, recurrent, bilateral",,,ENT
"H65197  Other acute nonsuppurative otitis media recurrent, unspecified ear",,,ENT
"H65199  Other acute nonsuppurative otitis media, unspecified ear",,,ENT
"H6520   Chronic serous otitis media, unspecified ear",,,ENT
"H6521   Chronic serous otitis media, right ear",,,ENT
"H6522   Chronic serous otitis media, left ear",,,ENT
"H6523   Chronic serous otitis media, bilateral",,,ENT
"H6530   Chronic mucoid otitis media, unspecified ear",,,ENT
"H6531   Chronic mucoid otitis media, right ear",,,ENT
"H6532   Chronic mucoid otitis media, left ear",,,ENT
"H6533   Chronic mucoid otitis media, bilateral",,,ENT
"H65411  Chronic allergic otitis media, right ear",,,ENT
"H65412  Chronic allergic otitis media, left ear",,,ENT
"H65413  Chronic allergic otitis media, bilateral",,,ENT
"H65419  Chronic allergic otitis media, unspecified ear",,,ENT
"H65491  Other chronic nonsuppurative otitis media, right ear",,,ENT
"H65492  Other chronic nonsuppurative otitis media, left ear",,,ENT
"H65493  Other chronic nonsuppurative otitis media, bilateral",,,ENT
"H65499  Other chronic nonsuppurative otitis media, unspecified ear",,,ENT
"H6590   Unspecified nonsuppurative otitis media, unspecified ear",,,ENT
"H6591   Unspecified nonsuppurative otitis media, right ear",,,ENT
"H6592   Unspecified nonsuppurative otitis media, left ear",,,ENT
"H6593   Unspecified nonsuppurative otitis media, bilateral",,,ENT
"H66001  Acute suppurative otitis media without spontaneous rupture of ear drum, right ear",,,ENT
"H66002  Acute suppurative otitis media without spontaneous rupture of ear drum, left ear",,,ENT
"H66003  Acute suppurative otitis media without spontaneous rupture of ear drum, bilateral",,,ENT
"H66004  Acute suppurative otitis media without spontaneous rupture of ear drum, recurrent, right ear",,,ENT
"H66005  Acute suppurative otitis media without spontaneous rupture of ear drum, recurrent, left ear",,,ENT
"H66006  Acute suppurative otitis media without spontaneous rupture of ear drum, recurrent, bilateral",,,ENT
"H66007  Acute suppurative otitis media without spontaneous rupture of ear drum, recurrent,
unspecified ear",,,ENT
"H66009  Acute suppurative otitis media without spontaneous rupture of ear drum, unspecified ear",,,ENT
"H66011  Acute suppurative otitis media with spontaneous rupture of ear drum, right ear",,,ENT
"H66012  Acute suppurative otitis media with spontaneous rupture of ear drum, left ear",,,ENT
"H66013  Acute suppurative otitis media with spontaneous rupture of ear drum, bilateral",,,ENT
"H66014  Acute suppurative otitis media with spontaneous rupture of ear drum, recurrent, right ear",,,ENT
"H66015  Acute suppurative otitis media with spontaneous rupture of ear drum, recurrent, left ear",,,ENT
"H66016  Acute suppurative otitis media with spontaneous rupture of ear drum, recurrent, bilateral",,,ENT
"H66017  Acute suppurative otitis media with spontaneous rupture of ear drum, recurrent, unspecified
ear",,,ENT
"H66019  Acute suppurative otitis media with spontaneous rupture of ear drum, unspecified ear",,,ENT
"H6610   Chronic tubotympanic suppurative otitis media, unspecified",,,ENT
"H6611   Chronic tubotympanic suppurative otitis media, right ear",,,ENT
"H6612   Chronic tubotympanic suppurative otitis media, left ear",,,ENT
"H6613   Chronic tubotympanic suppurative otitis media, bilateral",,,ENT
"H6620   Chronic atticoantral suppurative otitis media, unspecified ear",,,ENT
"H6621   Chronic atticoantral suppurative otitis media, right ear",,,ENT
"H6622   Chronic atticoantral suppurative otitis media, left ear",,,ENT
"H6623   Chronic atticoantral suppurative otitis media, bilateral",,,ENT
"H663X1  Other chronic suppurative otitis media, right ear",,,ENT
"H663X2  Other chronic suppurative otitis media, left ear",,,ENT
"H663X3  Other chronic suppurative otitis media, bilateral",,,ENT
"H663X9  Other chronic suppurative otitis media, unspecified ear",,,ENT
"H6640   Suppurative otitis media, unspecified, unspecified ear",,,ENT
"H6641   Suppurative otitis media, unspecified, right ear",,,ENT
"H6642   Suppurative otitis media, unspecified, left ear",,,ENT
"H6643   Suppurative otitis media, unspecified, bilateral",,,ENT
"H6690   Otitis media, unspecified, unspecified ear",,,ENT
"H6691   Otitis media, unspecified, right ear",,,ENT
"H6692   Otitis media, unspecified, left ear",,,ENT
"H6693   Otitis media, unspecified, bilateral",,,ENT
"H671    Otitis media in diseases classified elsewhere, right ear",,,ENT
"H672    Otitis media in diseases classified elsewhere, left ear",,,ENT
"H673    Otitis media in diseases classified elsewhere, bilateral",,,ENT
"H679    Otitis media in diseases classified elsewhere, unspecified ear",,,ENT
"H68001  Unspecified Eustachian salpingitis, right ear",,,ENT
"H68002  Unspecified Eustachian salpingitis, left ear",,,ENT
"H68009  Unspecified Eustachian salpingitis, unspecified ear",,,ENT
"H68011  Acute Eustachian salpingitis, right ear",,,ENT
"H68012  Acute Eustachian salpingitis, left ear",,,ENT
"H68019  Acute Eustachian salpingitis, unspecified ear",,,ENT
"H68021  Chronic Eustachian salpingitis, right ear",,,ENT
"H68022  Chronic Eustachian salpingitis, left ear",,,ENT
"H68029  Chronic Eustachian salpingitis, unspecified ear",,,ENT
"H68101  Unspecified obstruction of Eustachian tube, right ear",,,ENT
"H68102  Unspecified obstruction of Eustachian tube, left ear",,,ENT
"H68109  Unspecified obstruction of Eustachian tube, unspecified ear",,,ENT
"H68111  Osseous obstruction of Eustachian tube, right ear",,,ENT
"H68112  Osseous obstruction of Eustachian tube, left ear",,,ENT
"H68119  Osseous obstruction of Eustachian tube, unspecified ear",,,ENT
"H68121  Intrinsic cartilagenous obstruction of Eustachian tube, right ear",,,ENT
"H68122  Intrinsic cartilagenous obstruction of Eustachian tube, left ear",,,ENT
"H68129  Intrinsic cartilagenous obstruction of Eustachian tube, unspecified ear",,,ENT
"H68131  Extrinsic cartilagenous obstruction of Eustachian tube, right ear",,,ENT
"H68132  Extrinsic cartilagenous obstruction of Eustachian tube, left ear",,,ENT
"H68139  Extrinsic cartilagenous obstruction of Eustachian tube, unspecified ear",,,ENT
"H6900   Patulous Eustachian tube, unspecified ear",,,ENT
"H6901   Patulous Eustachian tube, right ear",,,ENT
"H6902   Patulous Eustachian tube, left ear",,,ENT
"H6980   Other specified disorders of Eustachian tube, unspecified ear",,,ENT
"H6981   Other specified disorders of Eustachian tube, right ear",,,ENT
"H6982   Other specified disorders of Eustachian tube, left ear",,,ENT
"H6990   Unspecified Eustachian tube disorder, unspecified ear",,,ENT
"H6991   Unspecified Eustachian tube disorder, right ear",,,ENT
"H6992   Unspecified Eustachian tube disorder, left ear",,,ENT
"H70001  Acute mastoiditis without complications, right ear",,,ENT
"H70002  Acute mastoiditis without complications, left ear",,,ENT
"H70009  Acute mastoiditis without complications, unspecified ear",,,ENT
"H70011  Subperiosteal abscess of mastoid, right ear",,,ENT
"H70012  Subperiosteal abscess of mastoid, left ear",,,ENT
"H70019  Subperiosteal abscess of mastoid, unspecified ear",,,ENT
"H70091  Acute mastoiditis with other complications, right ear",,,ENT
"H70092  Acute mastoiditis with other complications, left ear",,,ENT
"H70099  Acute mastoiditis with other complications, unspecified ear",,,ENT
"H7010   Chronic mastoiditis, unspecified ear",,,ENT
"H7011   Chronic mastoiditis, right ear",,,ENT
"H7012   Chronic mastoiditis, left ear",,,ENT
"H70201  Unspecified petrositis, right ear",,,ENT
"H70202  Unspecified petrositis, left ear",,,ENT
"H70209  Unspecified petrositis, unspecified ear",,,ENT
"H70211  Acute petrositis, right ear",,,ENT
"H70212  Acute petrositis, left ear",,,ENT
"H70219  Acute petrositis, unspecified ear",,,ENT
"H70221  Chronic petrositis, right ear",,,ENT
"H70222  Chronic petrositis, left ear",,,ENT
"H70229  Chronic petrositis, unspecified ear",,,ENT
"H70811  Postauricular fistula, right ear",,,ENT
"H70812  Postauricular fistula, left ear",,,ENT
"H70819  Postauricular fistula, unspecified ear",,,ENT
"H70891  Other mastoiditis and related conditions, right ear",,,ENT
"H70892  Other mastoiditis and related conditions, left ear",,,ENT
"H70899  Other mastoiditis and related conditions, unspecified ear",,,ENT
"H7090   Unspecified mastoiditis, unspecified ear",,,ENT
"H7091   Unspecified mastoiditis, right ear",,,ENT
"H7092   Unspecified mastoiditis, left ear",,,ENT
"H7100   Cholesteatoma of attic, unspecified ear",,,ENT
"H7101   Cholesteatoma of attic, right ear",,,ENT
"H7102   Cholesteatoma of attic, left ear",,,ENT
"H7110   Cholesteatoma of tympanum, unspecified ear",,,ENT
"H7111   Cholesteatoma of tympanum, right ear",,,ENT
"H7112   Cholesteatoma of tympanum, left ear",,,ENT
"H7120   Cholesteatoma of mastoid, unspecified ear",,,ENT
"H7121   Cholesteatoma of mastoid, right ear",,,ENT
"H7122   Cholesteatoma of mastoid, left ear",,,ENT
"H7130   Diffuse cholesteatosis, unspecified ear",,,ENT
"H7131   Diffuse cholesteatosis, right ear",,,ENT
"H7132   Diffuse cholesteatosis, left ear",,,ENT
"H7190   Unspecified cholesteatoma, unspecified ear",,,ENT
"H7191   Unspecified cholesteatoma, right ear",,,ENT
"H7192   Unspecified cholesteatoma, left ear",,,ENT
"H7200   Central perforation of tympanic membrane, unspecified ear",,,ENT
"H7201   Central perforation of tympanic membrane, right ear",,,ENT
"H7202   Central perforation of tympanic membrane, left ear",,,ENT
"H7210   Attic perforation of tympanic membrane, unspecified ear",,,ENT
"H7211   Attic perforation of tympanic membrane, right ear",,,ENT
"H7212   Attic perforation of tympanic membrane, left ear",,,ENT
"H722X1  Other marginal perforations of tympanic membrane, right ear",,,ENT
"H722X2  Other marginal perforations of tympanic membrane, left ear",,,ENT
"H722X9  Other marginal perforations of tympanic membrane, unspecified ear",,,ENT
"H72811  Multiple perforations of tympanic membrane, right ear",,,ENT
"H72812  Multiple perforations of tympanic membrane, left ear",,,ENT
"H72819  Multiple perforations of tympanic membrane, unspecified ear",,,ENT
"H72821  Total perforations of tympanic membrane, right ear",,,ENT
"H72822  Total perforations of tympanic membrane, left ear",,,ENT
"H72829  Total perforations of tympanic membrane, unspecified ear",,,ENT
"H7290   Unspecified perforation of tympanic membrane, unspecified ear",,,ENT
"H7291   Unspecified perforation of tympanic membrane, right ear",,,ENT
"H7292   Unspecified perforation of tympanic membrane, left ear",,,ENT
"H73001  Acute myringitis, right ear",,,ENT
"H73002  Acute myringitis, left ear",,,ENT
"H73009  Acute myringitis, unspecified ear",,,ENT
"H73011  Bullous myringitis, right ear",,,ENT
"H73012  Bullous myringitis, left ear",,,ENT
"H73019  Bullous myringitis, unspecified ear",,,ENT
"H73091  Other acute myringitis, right ear",,,ENT
"H73092  Other acute myringitis, left ear",,,ENT
"H73099  Other acute myringitis, unspecified ear",,,ENT
"H7310   Chronic myringitis, unspecified ear",,,ENT
"H7311   Chronic myringitis, right ear",,,ENT
"H7312   Chronic myringitis, left ear",,,ENT
"H7320   Unspecified myringitis, unspecified ear",,,ENT
"H7321   Unspecified myringitis, right ear",,,ENT
"H7322   Unspecified myringitis, left ear",,,ENT
"H73811  Atrophic flaccid tympanic membrane, right ear",,,ENT
"H73812  Atrophic flaccid tympanic membrane, left ear",,,ENT
"H73819  Atrophic flaccid tympanic membrane, unspecified ear",,,ENT
"H73821  Atrophic nonflaccid tympanic membrane, right ear",,,ENT
"H73822  Atrophic nonflaccid tympanic membrane, left ear",,,ENT
"H73829  Atrophic nonflaccid tympanic membrane, unspecified ear",,,ENT
"H73891  Other specified disorders of tympanic membrane, right ear",,,ENT
"H73892  Other specified disorders of tympanic membrane, left ear",,,ENT
"H73899  Other specified disorders of tympanic membrane, unspecified ear",,,ENT
"H7390   Unspecified disorder of tympanic membrane, unspecified ear",,,ENT
"H7391   Unspecified disorder of tympanic membrane, right ear",,,ENT
"H7392   Unspecified disorder of tympanic membrane, left ear",,,ENT
"H7401   Tympanosclerosis, right ear",,,ENT
"H7402   Tympanosclerosis, left ear",,,ENT
"H7409   Tympanosclerosis, unspecified ear",,,ENT
H7411   Adhesive right middle ear disease,,,ENT
H7412   Adhesive left middle ear disease,,,ENT
"H7413   Adhesive middle ear disease, bilateral",,,ENT
"H7419   Adhesive middle ear disease, unspecified ear",,,ENT
"H7420   Discontinuity and dislocation of ear ossicles, unspecified ear",,,ENT
H7421   Discontinuity and dislocation of right ear ossicles,,,ENT
H7422   Discontinuity and dislocation of left ear ossicles,,,ENT
"H7423   Discontinuity and dislocation of ear ossicles, bilateral",,,ENT
"H74311  Ankylosis of ear ossicles, right ear",,,ENT
"H74312  Ankylosis of ear ossicles, left ear",,,ENT
"H74313  Ankylosis of ear ossicles, bilateral",,,ENT
"H74319  Ankylosis of ear ossicles, unspecified ear",,,ENT
"H74321  Partial loss of ear ossicles, right ear",,,ENT
"H74322  Partial loss of ear ossicles, left ear",,,ENT
"H74323  Partial loss of ear ossicles, bilateral",,,ENT
"H74329  Partial loss of ear ossicles, unspecified ear",,,ENT
H74391  Other acquired abnormalities of right ear ossicles,,,ENT
H74392  Other acquired abnormalities of left ear ossicles,,,ENT
"H74393  Other acquired abnormalities of ear ossicles, bilateral",,,ENT
"H74399  Other acquired abnormalities of ear ossicles, unspecified ear",,,ENT
"H7440   Polyp of middle ear, unspecified ear",,,ENT
H7441   Polyp of right middle ear,,,ENT
H7442   Polyp of left middle ear,,,ENT
"H7443   Polyp of middle ear, bilateral",,,ENT
H748X1  Other specified disorders of right middle ear and mastoid,,,ENT
H748X2  Other specified disorders of left middle ear and mastoid,,,ENT
"H748X3  Other specified disorders of middle ear and mastoid, bilateral",,,ENT
"H748X9  Other specified disorders of middle ear and mastoid, unspecified ear",,,ENT
"H7490   Unspecified disorder of middle ear and mastoid, unspecified ear",,,ENT
H7491   Unspecified disorder of right middle ear and mastoid,,,ENT
H7492   Unspecified disorder of left middle ear and mastoid,,,ENT
"H7493   Unspecified disorder of middle ear and mastoid, bilateral",,,ENT
"H7500   Mastoiditis in infectious and parasitic diseases classified elsewhere, unspecified ear",,,ENT
"H7501   Mastoiditis in infectious and parasitic diseases classified elsewhere, right ear",,,ENT
"H7502   Mastoiditis in infectious and parasitic diseases classified elsewhere, left ear",,,ENT
"H7580   Other specified disorders of middle ear and mastoid in diseases classified elsewhere,
unspecified ear",,,ENT
H7581   Other specified disorders of right middle ear and mastoid in diseases classified elsewhere,,,ENT
H7582   Other specified disorders of left middle ear and mastoid in diseases classified elsewhere,,,ENT
"H7583   Other specified disorders of middle ear and mastoid in diseases classified elsewhere, bilateral",,,ENT
"H8000   Otosclerosis involving oval window, nonobliterative, unspecified ear",,,ENT
"H8001   Otosclerosis involving oval window, nonobliterative, right ear",,,ENT
"H8002   Otosclerosis involving oval window, nonobliterative, left ear",,,ENT
"H8010   Otosclerosis involving oval window, obliterative, unspecified ear",,,ENT
"H8011   Otosclerosis involving oval window, obliterative, right ear",,,ENT
"H8012   Otosclerosis involving oval window, obliterative, left ear",,,ENT
"H8020   Cochlear otosclerosis, unspecified ear",,,ENT
"H8021   Cochlear otosclerosis, right ear",,,ENT
"H8022   Cochlear otosclerosis, left ear",,,ENT
"H8080   Other otosclerosis, unspecified ear",,,ENT
"H8081   Other otosclerosis, right ear",,,ENT
"H8082   Other otosclerosis, left ear",,,ENT
"H8090   Unspecified otosclerosis, unspecified ear",,,ENT
"H8091   Unspecified otosclerosis, right ear",,,ENT
"H8092   Unspecified otosclerosis, left ear",,,ENT
"H8101   Meniere's disease, right ear",,,ENT
"H8102   Meniere's disease, left ear",,,ENT
"H8109   Meniere's disease, unspecified ear",,,ENT
"H8110   Benign paroxysmal vertigo, unspecified ear",,,ENT
"H8111   Benign paroxysmal vertigo, right ear",,,ENT
